Count;Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation;Type;Birthday;days;Age
2733;SCM;50m breaststroke;13;Women;17/10/2009;29.45;HARDY, Jessica;USA;World Cup;Durban, South Africa;;Individual;12/03/1987;8255 ;22 years, 219 days
2734;SCM;50m breaststroke;13;Women;07/11/2009;29.36;HARDY, Jessica;USA;World Cup;Moscow, Russia;;Individual;12/03/1987;8276 ;22 years, 240 days
2735;SCM;50m breaststroke;13;Women;11/11/2009;28.96;HARDY, Jessica;USA;World Cup;Stockholm, Sweden;;Individual;12/03/1987;8280 ;22 years, 244 days
2736;SCM;50m breaststroke;13;Women;14/11/2009;28.80;HARDY, Jessica;USA;World Cup;Berlin, Germany;;Individual;12/03/1987;8283 ;22 years, 247 days
2737;SCM;50m breaststroke;13;Women;26/10/2016;28.64;ATKINSON, Alia;JAM;World Cup;Tokyo, Japan;;Individual;11/12/1988;10181 ;27 years, 320 days
2738;SCM;50m breaststroke;13;Women;06/10/2018;28.56;ATKINSON, Alia;JAM;World Cup;Budapest, Hungary;;Individual;11/12/1988;10891 ;29 years, 299 days
2739;SCM;50m breaststroke;13;Women;17/12/2022;28.37;MEILUTYTE, Ruta;LTU;World Championships;Melbourne, Australia;;Individual;19/03/1997;9404 ;25 years, 273 days
2740;SCM;100m breaststroke;14;Women;04/12/1993;1:06.58;DAI, Guohong;CHN;World Championships;Palma de Mallorca, Spain;;Individual;03/09/1977;5936 ;16 years, 92 days
2741;SCM;100m breaststroke;14;Women;01/12/1995;1:05.70;RILEY, Sam;AUS;World Championships;Rio de Janeiro, Brazil;;Individual;13/11/1972;8418 ;23 years, 18 days
2742;SCM;100m breaststroke;14;Women;01/09/1999;1:05.57;HEYNS, Penny;RSA;;Johannesburg, South Africa;;Individual;08/11/1974;9063 ;24 years, 297 days
2743;SCM;100m breaststroke;14;Women;26/09/1999;1:05.40;HEYNS, Penny;RSA;RSA Nationals;Durban, South Africa;;Individual;08/11/1974;9088 ;24 years, 322 days
2744;SCM;100m breaststroke;14;Women;15/03/2003;1:05.29;IGELSTROM, Emma;SWE;;Stockholm, Sweden;;Individual;06/03/1980;8409 ;23 years, 9 days
2745;SCM;100m breaststroke;14;Women;16/03/2003;1:05.11;IGELSTROM, Emma;SWE;;Stockholm, Sweden;;Individual;06/03/1980;8410 ;23 years, 10 days
2746;SCM;100m breaststroke;14;Women;28/11/2003;1:05.09;JONES, Leisel;AUS;;Melbourne, Australia;;Individual;30/08/1985;6664 ;18 years, 90 days
2747;SCM;100m breaststroke;14;Women;18/03/2004;1:04.79;KIRK, Tara;USA;Women's NCAA Championships;Austin, USA;;Individual;12/07/1982;7920 ;21 years, 250 days
2748;SCM;100m breaststroke;14;Women;27/08/2006;1:04.12;JONES, Leisel;AUS;;Hobart, Australia;;Individual;30/08/1985;7667 ;20 years, 362 days
2749;SCM;100m breaststroke;14;Women;28/08/2006;1:03.86;JONES, Leisel;AUS;;Hobart, Australia;;Individual;30/08/1985;7668 ;20 years, 363 days
2750;SCM;100m breaststroke;14;Women;26/04/2008;1:03.72;JONES, Leisel;AUS;;Canberra, Australia;;Individual;30/08/1985;8275 ;22 years, 240 days
2751;SCM;100m breaststroke;14;Women;14/11/2009;1:03.00;JONES, Leisel;AUS;World Cup;Berlin, Germany;;Individual;30/08/1985;8842 ;24 years, 76 days
2752;SCM;100m breaststroke;14;Women;19/12/2009;1:02.70;SONI, Rebecca;USA;Duel in the Pool;Manchester, United Kingdom;;Individual;18/03/1987;8312 ;22 years, 276 days
2753;SCM;100m breaststroke;14;Women;12/10/2013;1:02.36;MEILUTYTE, Ruta;LTU;World Cup;Moscow, Russia;;Individual;19/03/1997;6051 ;16 years, 207 days
2754;SCM;100m breaststroke;14;Women;03/12/2014;1:02.36;ATKINSON, Alia;JAM;World Championships;Doha, Qatar;;Individual;11/12/1988;9488 ;25 years, 357 days
2755;SCM;100m breaststroke;14;Women;26/08/2016;1:02.36;ATKINSON, Alia;JAM;World Cup;Chartres, France;;Individual;11/12/1988;10120 ;27 years, 259 days
2756;SCM;200m breaststroke;15;Women;03/12/1993;2:22.89;DAI, Guohong;CHN;World Championships;Palma de Mallorca, Spain;;Individual;03/09/1977;5935 ;16 years, 91 days
2757;SCM;200m breaststroke;15;Women;03/12/1993;2:21.99;DAI, Guohong;CHN;World Championships;Palma de Mallorca, Spain;;Individual;03/09/1977;5935 ;16 years, 91 days
2758;SCM;200m breaststroke;15;Women;01/12/1995;2:20.85;RILEY, Sam;AUS;World Championships;Rio de Janeiro, Brazil;;Individual;13/11/1972;8418 ;23 years, 18 days
2759;SCM;200m breaststroke;15;Women;02/04/1999;2:20.22;TANAKA, Masami;JPN;World Championships;Hong Kong, China;;Individual;05/01/1979;7392 ;20 years, 87 days
2760;SCM;200m breaststroke;15;Women;28/01/2001;2:19.25;QI, Hui;CHN;World Cup;Paris, France;;Individual;13/01/1985;5859 ;16 years, 15 days
2761;SCM;200m breaststroke;15;Women;02/12/2002;2:18.86;QI, Hui;CHN;;Shanghai, China;;Individual;13/01/1985;6532 ;17 years, 323 days
2762;SCM;200m breaststroke;15;Women;29/11/2003;2:17.75;JONES, Leisel;AUS;;Melbourne, Australia;;Individual;30/08/1985;6665 ;18 years, 91 days
2763;SCM;200m breaststroke;15;Women;14/03/2009;2:17.50;PIERSE, Annamay;CAN;;Toronto, Canada;;Individual;05/12/1983;9231 ;25 years, 99 days
2764;SCM;200m breaststroke;15;Women;07/08/2009;2:16.83;PIERSE, Annamay;CAN;;Leeds, United Kingdom;;Individual;05/12/1983;9377 ;25 years, 245 days
2765;SCM;200m breaststroke;15;Women;15/11/2009;2:15.42;JONES, Leisel;AUS;World Cup;Berlin, Germany;;Individual;30/08/1985;8843 ;24 years, 77 days
2766;SCM;200m breaststroke;15;Women;18/12/2009;2:14.57;SONI, Rebecca;USA;Duel in the Pool;Manchester, United Kingdom;;Individual;18/03/1987;8311 ;22 years, 275 days
2767;SCM;200m breaststroke;15;Women;24/10/2024;2:14.16;DOUGLASS, Kate;USA;World Cup;Incheon, South Korea;;Individual;17/11/2001;8377 ;22 years, 342 days
2768;SCM;200m breaststroke;15;Women;31/10/2024;2:12.72;DOUGLASS, Kate;USA;World Cup;Singapore, Singapore;;Individual;17/11/2001;8384 ;22 years, 349 days
2769;SCM;200m breaststroke;15;Women;13/12/2024;2:12.50;DOUGLASS, Kate;USA;World Championships;Budapest, Hungary;;Individual;17/11/2001;8427 ;23 years, 26 days
2770;SCM;50m butterfly;7;Women;01/02/1995;26.73;VAN DYKEN, Amy;USA;World Cup;Espoo, Finland;;Individual;15/02/1973;8021 ;21 years, 351 days
2771;SCM;50m butterfly;7;Women;12/02/1995;26.56;KENNEDY, Angela;AUS;World Cup;Sheffield, United Kingdom;;Individual;28/02/1976;6924 ;18 years, 349 days
2772;SCM;50m butterfly;7;Women;19/04/1997;26.55;HYMAN, Misty;USA;World Championships;Gothenburg, Sweden;;Individual;23/03/1979;6602 ;18 years, 27 days
2773;SCM;50m butterfly;7;Women;29/11/1997;26.48;THOMPSON, Jenny;USA;Canada Open;Toronto, Canada;;Individual;26/02/1973;9042 ;24 years, 276 days
2774;SCM;50m butterfly;7;Women;02/12/1998;26.05;THOMPSON, Jenny;USA;World Cup;College Station, United States;;Individual;26/02/1973;9410 ;25 years, 279 days
2775;SCM;50m butterfly;7;Women;18/11/1999;26.00;THOMPSON, Jenny;USA;World Cup;College Park, United States;;Individual;26/02/1973;9761 ;26 years, 265 days
2776;SCM;50m butterfly;7;Women;10/12/1999;25.64;KAMMERLING, Anna-Karin;SWE;European Championships;Lisbon, Portugal;;Individual;19/10/1980;6991 ;19 years, 52 days
2777;SCM;50m butterfly;7;Women;15/12/2000;25.60;KAMMERLING, Anna-Karin;SWE;European Championships;Valencia, Spain;;Individual;19/10/1980;7362 ;20 years, 57 days
2778;SCM;50m butterfly;7;Women;25/01/2001;25.36;KAMMERLING, Anna-Karin;SWE;World Cup;Stockholm, Sweden;;Individual;19/10/1980;7403 ;20 years, 98 days
2779;SCM;50m butterfly;7;Women;12/03/2005;25.33;KAMMERLING, Anna-Karin;SWE;SWE Nationals;Gothenburg, Sweden;;Individual;19/10/1980;8910 ;24 years, 144 days
2780;SCM;50m butterfly;7;Women;11/04/2008;25.32;GALVEZ, Felicity;AUS;World Championships;Manchester, United Kingdom;;Individual;04/03/1985;8439 ;23 years, 38 days
2781;SCM;50m butterfly;7;Women;12/11/2008;25.31;ALSHAMMAR, Therese;SWE;World Cup;Stockholm, Sweden;;Individual;26/08/1977;11401 ;31 years, 78 days
2782;SCM;50m butterfly;7;Women;15/11/2008;24.99;GUEHRER, Marieke;AUS;World Cup;Berlin, Germany;;Individual;09/02/1986;8315 ;22 years, 280 days
2783;SCM;50m butterfly;7;Women;17/10/2009;24.75;ALSHAMMAR, Therese;SWE;World Cup;Durban, South Africa;;Individual;26/08/1977;11740 ;32 years, 52 days
2784;SCM;50m butterfly;7;Women;11/11/2009;24.46;ALSHAMMAR, Therese;SWE;World Cup;Stockholm, Sweden;;Individual;26/08/1977;11765 ;32 years, 77 days
2785;SCM;50m butterfly;7;Women;22/11/2009;24.38;ALSHAMMAR, Therese;SWE;World Cup;Singapore, Singapore;;Individual;26/08/1977;11776 ;32 years, 88 days
2786;SCM;50m butterfly;7;Women;10/12/2024;24.02;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7986 ;21 years, 316 days
2787;SCM;50m butterfly;7;Women;10/12/2024;23.94;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7986 ;21 years, 316 days
2788;SCM;100m butterfly;8;Women;18/02/1995;58.77;KENNEDY, Angela;AUS;;Gelsenkirchen, Germany;;Individual;28/02/1976;6930 ;18 years, 355 days
2789;SCM;100m butterfly;8;Women;02/12/1995;58.68;LIU, Limin;CHN;World Championships;Rio de Janeiro, Brazil;;Individual;27/03/1976;7189 ;19 years, 250 days
2790;SCM;100m butterfly;8;Women;01/12/1996;58.29;HYMAN, Misty;USA;;Sainte-Foy, Quebec;;Individual;23/03/1979;6463 ;17 years, 253 days
2791;SCM;100m butterfly;8;Women;28/03/1997;58.24;AOYAMA, Ayari;JPN;;Tokyo, Japan;;Individual;10/02/1982;5525 ;15 years, 46 days
2792;SCM;100m butterfly;8;Women;19/04/1997;57.79;THOMPSON, Jenny;USA;World Championships;Gothenburg, Sweden;;Individual;26/02/1973;8818 ;24 years, 52 days
2793;SCM;100m butterfly;8;Women;01/12/1998;56.90;THOMPSON, Jenny;USA;World Cup;College Station, United States;;Individual;26/02/1973;9409 ;25 years, 278 days
2794;SCM;100m butterfly;8;Women;12/02/2000;56.80;THOMPSON, Jenny;USA;;Paris, France;;Individual;26/02/1973;9847 ;26 years, 351 days
2795;SCM;100m butterfly;8;Women;18/03/2000;56.56;THOMPSON, Jenny;USA;World Championships;Athens, Greece;;Individual;26/02/1973;9882 ;27 years, 21 days
2796;SCM;100m butterfly;8;Women;26/01/2002;56.55;MORAVCOVA, Martina;SVK;World Cup;Berlin, Germany;;Individual;16/01/1976;9507 ;26 years, 10 days
2797;SCM;100m butterfly;8;Women;22/11/2002;56.34;COUGHLIN, Natalie;USA;World Cup;East Meadow, New York, United States;;Individual;23/08/1982;7396 ;20 years, 91 days
2798;SCM;100m butterfly;8;Women;28/08/2006;55.95;LENTON, Libby;AUS;;Hobart, Australia;;Individual;28/01/1985;7882 ;21 years, 212 days
2799;SCM;100m butterfly;8;Women;13/04/2008;55.89;GALVEZ, Felicity;AUS;World Championships;Manchester, United Kingdom;;Individual;04/03/1985;8441 ;23 years, 40 days
2800;SCM;100m butterfly;8;Women;26/04/2008;55.74;LENTON, Libby;AUS;;Canberra, Australia;;Individual;28/01/1985;8489 ;23 years, 89 days
2801;SCM;100m butterfly;8;Women;12/08/2009;55.68;SCHIPPER, Jess;AUS;AUS Nationals;Hobart, Australia;;Individual;19/11/1986;8302 ;22 years, 266 days
2802;SCM;100m butterfly;8;Women;11/11/2009;55.46;GALVEZ, Felicity;AUS;World Cup;Stockholm, Sweden;;Individual;04/03/1985;9018 ;24 years, 252 days
2803;SCM;100m butterfly;8;Women;12/12/2009;55.05;BUI DUYET, Diane;FRA;European Championships;Istanbul, Turkey;;Individual;22/12/1979;10948 ;29 years, 355 days
2804;SCM;100m butterfly;8;Women;07/12/2014;54.61;SJOESTROEM, Sarah;SWE;World Championships;Doha, Qatar;;Individual;17/08/1993;7782 ;21 years, 112 days
2805;SCM;100m butterfly;8;Women;03/12/2021;54.59;DAHLIA, Kelsi;USA;International Swimming League;Eindhoven, Netherlands;;Individual;15/07/1994;10003 ;27 years, 141 days
2806;SCM;100m butterfly;8;Women;18/12/2022;54.05;MAC NEIL, Margaret;CAN;World Championships;Melbourne, Australia;;Individual;26/02/2000;8331 ;22 years, 295 days
2807;SCM;100m butterfly;8;Women;13/12/2024;53.24;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7989 ;21 years, 319 days
2808;SCM;100m butterfly;8;Women;13/12/2024;52.87;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7989 ;21 years, 319 days
2809;SCM;100m butterfly;8;Women;14/12/2024;52.71;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7990 ;21 years, 320 days
2810;SCM;200m butterfly;9;Women;17/02/1999;2:05.37;O'NEILL, Susie;AUS;;Malm , Sweden;;Individual;02/08/1973;9330 ;25 years, 199 days
2811;SCM;200m butterfly;9;Women;02/09/1999;2:04.43;O'NEILL, Susie;AUS;AUS Nationals;Canberra, Australia;;Individual;02/08/1973;9527 ;26 years, 31 days
2812;SCM;200m butterfly;9;Women;18/01/2000;2:04.16;O'NEILL, Susie;AUS;;Sydney, Australia;;Individual;02/08/1973;9665 ;26 years, 169 days
2813;SCM;200m butterfly;9;Women;18/01/2004;2:04.04;YANG, Yu;CHN;;Berlin, Germany;;Individual;06/02/1985;6920 ;18 years, 346 days
2814;SCM;200m butterfly;9;Women;13/12/2007;2:03.53;JEDRZEJCZAK, Otylia;POL;European Championships;Debrecen, Hungary;;Individual;13/12/1983;8766 ;24 years, 0 days
2815;SCM;200m butterfly;9;Women;23/02/2008;2:03.12;NAKANISHI, Yuko;JPN;Japan Open 2008;Tokyo, Japan;;Individual;24/04/1981;9801 ;26 years, 305 days
2816;SCM;200m butterfly;9;Women;11/11/2009;2:02.50;LIU, Zige;CHN;World Cup;Stockholm, Sweden;;Individual;31/03/1989;7530 ;20 years, 225 days
2817;SCM;200m butterfly;9;Women;15/11/2009;2:00.78;LIU, Zige;CHN;World Cup;Berlin, Germany;;Individual;31/03/1989;7534 ;20 years, 229 days
2818;SCM;200m butterfly;9;Women;03/12/2014;1:59.61;BELMONTE, Mireia;ESP;World Championships;Doha, Qatar;;Individual;10/11/1990;8789 ;24 years, 23 days
2819;SCM;200m butterfly;9;Women;12/12/2024;1:59.32;MCINTOSH, Summer;CAN;World Championships;Budapest, Hungary;;Individual;18/08/2006;6691 ;18 years, 116 days
2820;SCM;100m individual medley;16;Women;26/02/1998;1:00.60;HU, Xiaowen;CHN;World Cup;Beijing, China;;Individual;;;
2821;SCM;100m individual medley;16;Women;12/12/1998;1:00.43;MORAVCOVA, Martina;SVK;European Championships;Sheffield, United Kingdom;;Individual;16/01/1976;8366 ;22 years, 330 days
2822;SCM;100m individual medley;16;Women;16/01/1999;1:00.41;THOMPSON, Jenny;USA;World Cup;Sydney, Australia;;Individual;26/02/1973;9455 ;25 years, 324 days
2823;SCM;100m individual medley;16;Women;02/04/1999;1:00.35;MORAVCOVA, Martina;SVK;World Championships;Hong Kong, China;;Individual;16/01/1976;8477 ;23 years, 76 days
2824;SCM;100m individual medley;16;Women;02/04/1999;59.30;THOMPSON, Jenny;USA;World Championships;Hong Kong, China;;Individual;26/02/1973;9531 ;26 years, 35 days
2825;SCM;100m individual medley;16;Women;23/11/2002;58.80;COUGHLIN, Natalie;USA;World Cup;East Meadow, New York, United States;;Individual;23/08/1982;7397 ;20 years, 92 days
2826;SCM;100m individual medley;16;Women;10/08/2009;58.54;SEEBOHM, Emily;AUS;AUS Nationals;Hobart, Australia;;Individual;05/06/1992;6275 ;17 years, 66 days
2827;SCM;100m individual medley;16;Women;17/10/2009;58.51;ALSHAMMAR, Therese;SWE;World Cup;Durban, South Africa;;Individual;26/08/1977;11740 ;32 years, 52 days
2828;SCM;100m individual medley;16;Women;11/11/2009;58.40;ZHAO, Jing;CHN;World Cup;Stockholm, Sweden;;Individual;31/12/1990;6890 ;18 years, 315 days
2829;SCM;100m individual medley;16;Women;15/11/2009;57.74;SCHREUDER, Hinkelien;NED;World Cup;Berlin, Germany;;Individual;13/02/1984;9407 ;25 years, 275 days
2830;SCM;100m individual medley;16;Women;08/08/2013;57.73;HOSSZU, Katinka;HUN;World Cup;Eindhoven, Netherlands;;Individual;03/05/1989;8863 ;24 years, 97 days
2831;SCM;100m individual medley;16;Women;08/08/2013;57.50;HOSSZU, Katinka;HUN;World Cup;Eindhoven, Netherlands;;Individual;03/05/1989;8863 ;24 years, 97 days
2832;SCM;100m individual medley;16;Women;11/08/2013;57.45;HOSSZU, Katinka;HUN;World Cup;Berlin, Germany;;Individual;03/05/1989;8866 ;24 years, 100 days
2833;SCM;100m individual medley;16;Women;28/08/2014;57.25;HOSSZU, Katinka;HUN;World Cup;Doha, Qatar;;Individual;03/05/1989;9248 ;25 years, 117 days
2834;SCM;100m individual medley;16;Women;01/09/2014;56.86;HOSSZU, Katinka;HUN;World Cup;Dubai, United Arab Emirates;;Individual;03/05/1989;9252 ;25 years, 121 days
2835;SCM;100m individual medley;16;Women;05/12/2014;56.70;HOSSZU, Katinka;HUN;World Championships;Doha, Qatar;;Individual;03/05/1989;9347 ;25 years, 216 days
2836;SCM;100m individual medley;16;Women;04/12/2015;56.67;HOSSZU, Katinka;HUN;European Championships;Netanya, Israel;;Individual;03/05/1989;9711 ;26 years, 215 days
2837;SCM;100m individual medley;16;Women;07/08/2017;56.51;HOSSZU, Katinka;HUN;World Cup;Berlin, Germany;;Individual;03/05/1989;10323 ;28 years, 96 days
2838;SCM;100m individual medley;16;Women;18/10/2024;55.98;WALSH, Gretchen;USA;Virginia vs Florida Dual Meet;Charlottesville, United States;;Individual;29/01/2003;7933 ;21 years, 263 days
2839;SCM;100m individual medley;16;Women;12/12/2024;55.71;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7988 ;21 years, 318 days
2840;SCM;100m individual medley;16;Women;13/12/2024;55.11;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7989 ;21 years, 319 days
2841;SCM;200m individual medley;17;Women;05/12/1993;2:07.79;WAGNER, Allison;USA;World Championships;Palma de Mallorca, Spain;;Individual;21/07/1977;5981 ;16 years, 137 days
2842;SCM;200m individual medley;17;Women;12/04/2008;2:06.13;COVENTRY, Kirsty;ZIM;World Championships;Manchester, United Kingdom;;Individual;16/09/1983;8975 ;24 years, 209 days
2843;SCM;200m individual medley;17;Women;06/11/2009;2:06.01;VERRASZTO, Evelin;HUN;World Cup;Moscow, Russia;;Individual;17/07/1989;7417 ;20 years, 112 days
2844;SCM;200m individual medley;17;Women;10/12/2009;2:04.64;VERRASZTO, Evelin;HUN;European Championships;Istanbul, Turkey;;Individual;17/07/1989;7451 ;20 years, 146 days
2845;SCM;200m individual medley;17;Women;19/12/2009;2:04.60;SMIT, Julia;USA;Duel in the Pool;Manchester, United Kingdom;;Individual;14/12/1987;8041 ;22 years, 5 days
2846;SCM;200m individual medley;17;Women;07/08/2013;2:04.39;HOSSZU, Katinka;HUN;World Cup;Eindhoven, Netherlands;;Individual;03/05/1989;8862 ;24 years, 96 days
2847;SCM;200m individual medley;17;Women;07/08/2013;2:03.20;HOSSZU, Katinka;HUN;World Cup;Eindhoven, Netherlands;;Individual;03/05/1989;8862 ;24 years, 96 days
2848;SCM;200m individual medley;17;Women;27/08/2014;2:02.61;HOSSZU, Katinka;HUN;World Cup;Doha, Qatar;;Individual;03/05/1989;9247 ;25 years, 116 days
2849;SCM;200m individual medley;17;Women;31/08/2014;2:02.13;HOSSZU, Katinka;HUN;World Cup;Dubai, United Arab Emirates;;Individual;03/05/1989;9251 ;25 years, 120 days
2850;SCM;200m individual medley;17;Women;06/12/2014;2:01.86;HOSSZU, Katinka;HUN;World Championships;Doha, Qatar;;Individual;03/05/1989;9348 ;25 years, 217 days
2851;SCM;200m individual medley;17;Women;10/12/2024;2:01.63;DOUGLASS, Kate;USA;World Championships;Budapest, Hungary;;Individual;17/11/2001;8424 ;23 years, 23 days
2852;SCM;400m individual medley;18;Women;02/12/1993;4:29.00;DAI, Guohong;CHN;World Championships;Palma de Mallorca, Spain;;Individual;03/09/1977;5934 ;16 years, 90 days
2853;SCM;400m individual medley;18;Women;20/01/2002;4:27.83;KLOCHKOVA, Yana;UKR;World Cup;Paris, France;;Individual;07/08/1982;7106 ;19 years, 166 days
2854;SCM;400m individual medley;18;Women;09/04/2008;4:26.52;COVENTRY, Kirsty;ZIM;World Championships;Manchester, United Kingdom;;Individual;16/09/1983;8972 ;24 years, 206 days
2855;SCM;400m individual medley;18;Women;28/11/2008;4:25.87;SMIT, Julia;USA;Canada Cup;Toronto, Canada;;Individual;14/12/1987;7655 ;20 years, 350 days
2856;SCM;400m individual medley;18;Women;14/12/2008;4:25.06;BELMONTE, Mireia;ESP;European Championships;Rijeka, Croatia;;Individual;10/11/1990;6609 ;18 years, 34 days
2857;SCM;400m individual medley;18;Women;22/11/2009;4:22.80;MEAKLIM, Kathryn;RSA;World Cup;Singapore, Singapore;;Individual;20/07/1989;7430 ;20 years, 125 days
2858;SCM;400m individual medley;18;Women;18/12/2009;4:21.04;SMIT, Julia;USA;Duel in the Pool;Manchester, United Kingdom;;Individual;14/12/1987;8040 ;22 years, 4 days
2859;SCM;400m individual medley;18;Women;11/08/2013;4:20.85;HOSSZU, Katinka;HUN;World Cup;Berlin, Germany;;Individual;03/05/1989;8866 ;24 years, 100 days
2860;SCM;400m individual medley;18;Women;28/08/2014;4:20.83;HOSSZU, Katinka;HUN;World Cup;Doha, Qatar;;Individual;03/05/1989;9248 ;25 years, 117 days
2861;SCM;400m individual medley;18;Women;03/12/2014;4:19.86;BELMONTE, Mireia;ESP;World Championships;Doha, Qatar;;Individual;10/11/1990;8789 ;24 years, 23 days
2862;SCM;400m individual medley;18;Women;02/12/2015;4:19.46;HOSSZU, Katinka;HUN;European Championships;Netanya, Israel;;Individual;03/05/1989;9709 ;26 years, 213 days
2863;SCM;400m individual medley;18;Women;12/08/2017;4:18.94;BELMONTE, Mireia;ESP;World Cup;Eindhoven, Netherlands;;Individual;10/11/1990;9772 ;26 years, 275 days
2864;SCM;400m individual medley;18;Women;14/12/2024;4:15.48;MCINTOSH, Summer;CAN;World Championships;Budapest, Hungary;;Individual;18/08/2006;6693 ;18 years, 118 days
2865;SCM;4x50m freestyle;19;Women;26/09/2013;1:54.97;MARCHUK, Stephanie Marie;USA;IU Fall Frenzy;Bloomington, United States;;Relay;31/07/1995;6632 ;18 years, 57 days
2866;SCM;4x50m freestyle;19;Women;26/09/2013;1:54.97;DICAPUA, Claudia;USA;IU Fall Frenzy;Bloomington, United States;;Relay;;;
2867;SCM;4x50m freestyle;19;Women;26/09/2013;1:54.97;SCOTT, Audrey;USA;IU Fall Frenzy;Bloomington, United States;;Relay;;;
2868;SCM;4x50m freestyle;19;Women;26/09/2013;1:54.97;PADGET, Grace;USA;IU Fall Frenzy;Bloomington, United States;;Relay;;;
2869;SCM;4x50m freestyle;19;Women;12/12/2013;1:37.21;COLEMAN, Michelle;SWE;European Championships;Herning, Denmark;;Relay;31/10/1993;7347 ;20 years, 42 days
2870;SCM;4x50m freestyle;19;Women;12/12/2013;1:37.21;SJOESTROEM, Sarah;SWE;European Championships;Herning, Denmark;;Relay;17/08/1993;7422 ;20 years, 117 days
